index,win,baronFirst,baronKills,championFirst,championKills,dragonFirst,hordeFirst,inhibitorFirst,inhibitorKills,riftHeraldFirst,riftHeraldKills,towerFirst,towerKills,dragonKills_0,dragonKills_1,dragonKills_2,dragonKills_3,dragonKills_4,dragonKills_5,dragonKills_6,hordeKills_0,hordeKills_1,hordeKills_2,hordeKills_3,hordeKills_4,hordeKills_5,hordeKills_6
NA1_4941672906,True,True,1,False,30,False,False,True,2,True,1,False,9,False,False,False,True,False,False,False,True,False,False,False,False,False,False
NA1_4941631861,True,True,2,True,53,True,False,True,2,True,1,True,11,False,False,False,False,True,False,False,False,False,False,True,False,False,False
NA1_4941241060,False,False,0,True,12,False,False,False,0,True,1,True,1,True,False,False,False,False,False,False,True,False,False,False,False,False,False
NA1_4941227458,True,False,0,True,33,True,True,True,1,True,1,True,5,False,True,False,False,False,False,False,False,False,False,False,False,False,True
NA1_4940530117,False,False,0,True,12,False,False,False,0,False,0,False,2,True,False,False,False,False,False,False,True,False,False,False,False,False,False
NA1_4940517739,True,True,1,False,38,True,True,True,2,True,1,True,10,False,False,False,True,False,False,False,False,False,False,False,False,False,True
NA1_4940111391,True,True,1,True,47,False,True,True,2,True,1,True,10,False,False,True,False,False,False,False,False,False,False,False,True,False,False
NA1_4940068336,False,False,0,False,41,False,False,False,0,False,0,False,2,False,False,True,False,False,False,False,False,False,True,False,False,False,False
NA1_4940033918,False,False,0,False,31,False,True,False,0,True,1,False,2,False,True,False,False,False,False,False,False,False,False,False,False,False,True
NA1_4939224912,True,True,1,False,37,False,False,True,4,False,0,True,11,False,False,True,False,False,False,False,True,False,False,False,False,False,False
NA1_4939201274,True,False,0,True,24,False,True,False,0,False,0,True,2,True,False,False,False,False,False,False,False,False,False,False,False,False,True
NA1_4939178869,True,False,0,False,24,True,True,True,2,True,1,True,7,False,False,False,True,False,False,False,False,False,False,False,False,False,True
NA1_4939156017,True,False,0,False,26,False,True,False,0,True,1,True,5,False,False,True,False,False,False,False,False,False,False,False,False,True,False
NA1_4938591225,False,False,0,True,33,True,True,False,0,False,0,False,3,False,False,False,True,False,False,False,False,True,False,False,False,False,False
NA1_4937793109,True,True,1,False,31,True,False,True,2,True,1,True,9,False,False,False,True,False,False,False,False,False,True,False,False,False,False
NA1_4937204122,False,False,0,False,24,True,False,False,0,False,0,False,2,False,False,False,True,False,False,False,True,False,False,False,False,False,False
NA1_4937199050,True,False,0,False,0,False,False,False,0,False,0,False,0,True,False,False,False,False,False,False,True,False,False,False,False,False,False
NA1_4934507898,False,False,0,True,30,False,False,True,1,False,0,True,6,True,False,False,False,False,False,False,False,False,False,True,False,False,False
NA1_4934467158,True,True,1,False,48,False,True,True,2,True,1,True,8,False,False,False,False,True,False,False,False,False,True,False,False,False,False
NA1_4934431216,False,False,0,False,23,False,False,False,0,False,0,False,3,True,False,False,False,False,False,False,False,True,False,False,False,False,False
NA1_4934320074,False,False,0,False,41,True,True,False,0,True,1,True,5,False,False,False,True,False,False,False,False,False,False,False,False,False,True
NA1_4934263425,False,False,0,True,22,True,True,False,0,False,0,True,3,False,False,True,False,False,False,False,False,False,False,False,False,True,False
NA1_4934225499,True,True,1,False,30,True,False,True,1,False,0,False,9,False,False,False,False,True,False,False,True,False,False,False,False,False,False
NA1_4933435531,True,False,0,True,55,False,False,True,3,False,0,True,11,False,True,False,False,False,False,False,False,False,True,False,False,False,False
NA1_4933421521,True,False,0,False,29,True,False,False,0,False,0,True,3,False,True,False,False,False,False,False,True,False,False,False,False,False,False
NA1_4933412316,False,False,0,False,14,False,True,False,0,False,0,False,0,True,False,False,False,False,False,False,False,False,True,False,False,False,False
NA1_4932657657,True,False,0,False,83,True,False,True,6,False,0,False,11,False,False,False,False,True,False,False,True,False,False,False,False,False,False
NA1_4932534371,False,False,0,False,43,False,True,False,1,False,0,False,7,True,False,False,False,False,False,False,False,False,False,True,False,False,False
NA1_4932506259,False,False,0,True,51,True,False,False,0,False,0,True,2,False,True,False,False,False,False,False,True,False,False,False,False,False,False
NA1_4932488411,True,False,0,False,42,True,False,True,2,False,0,False,9,False,False,True,False,False,False,False,False,False,False,True,False,False,False
NA1_4932337001,True,True,1,True,55,False,True,True,3,False,0,False,11,False,False,False,True,False,False,False,False,False,False,True,False,False,False
NA1_4932311626,False,False,0,True,44,False,False,False,0,False,0,True,6,False,False,True,False,False,False,False,True,False,False,False,False,False,False
NA1_4932304835,True,True,1,True,21,True,True,True,3,False,0,False,11,False,False,True,False,False,False,False,False,False,False,False,False,False,True
NA1_4932258521,False,False,0,False,31,False,False,False,1,False,0,True,4,False,True,False,False,False,False,False,True,False,False,False,False,False,False
NA1_4932250149,True,False,0,True,38,True,True,False,0,False,0,False,6,False,False,True,False,False,False,False,False,False,False,True,False,False,False
NA1_4932185343,True,False,0,False,60,True,True,True,3,False,0,True,11,False,False,False,True,False,False,False,False,False,False,False,False,False,True
NA1_4932175292,False,False,0,True,33,True,False,False,0,False,0,True,6,False,False,True,False,False,False,False,True,False,False,False,False,False,False
NA1_4932162724,True,True,1,False,45,True,False,True,3,False,0,False,11,False,False,False,True,False,False,False,True,False,False,False,False,False,False
NA1_4932157134,True,False,0,False,36,True,True,True,2,False,0,True,9,False,False,False,False,True,False,False,False,False,False,True,False,False,False
NA1_4931866545,False,False,0,True,40,False,False,False,0,False,0,False,1,True,False,False,False,False,False,False,True,False,False,False,False,False,False
NA1_4931451784,True,False,1,False,49,True,True,True,2,False,0,False,9,False,False,False,False,False,True,False,False,False,False,False,False,False,True
NA1_4944988596,False,False,0,False,42,True,True,False,0,True,1,True,4,False,False,False,False,True,False,False,False,False,True,False,False,False,False
NA1_4944920295,True,False,0,True,34,False,True,True,2,True,1,True,10,False,False,True,False,False,False,False,False,False,False,False,False,False,True
NA1_4944867323,False,False,0,True,26,False,True,False,0,True,1,False,3,False,True,False,False,False,False,False,False,False,False,False,False,True,False
NA1_4944840051,False,False,0,True,21,True,True,False,0,True,1,True,3,False,False,True,False,False,False,False,False,False,False,True,False,False,False
NA1_4944380260,False,False,0,False,20,True,False,False,0,True,1,False,3,False,False,True,False,False,False,False,True,False,False,False,False,False,False
NA1_4944208837,True,False,0,True,82,False,False,True,2,False,0,False,4,True,False,False,False,False,False,False,True,False,False,False,False,False,False
NA1_4944170986,True,True,1,True,46,True,False,True,3,True,1,True,9,False,False,False,False,False,True,False,True,False,False,False,False,False,False
NA1_4944078987,True,True,2,True,36,False,True,True,3,False,0,True,11,False,False,True,False,False,False,False,False,False,False,False,False,True,False
NA1_4944000634,True,True,1,False,35,False,True,True,1,True,1,True,8,False,False,True,False,False,False,False,False,False,False,False,True,False,False
NA1_4942571007,False,False,0,False,16,False,True,False,0,False,0,False,1,True,False,False,False,False,False,False,False,False,False,True,False,False,False
NA1_4942541365,False,False,0,False,8,True,False,False,0,False,0,False,0,False,True,False,False,False,False,False,True,False,False,False,False,False,False
NA1_4942500272,True,False,1,True,49,False,True,True,5,True,1,True,11,False,False,False,True,False,False,False,False,False,False,False,False,False,True
NA1_4942449964,False,False,0,False,26,True,True,False,0,False,0,True,2,False,False,False,True,False,False,False,False,False,False,False,True,False,False
NA1_4942311299,False,False,0,True,24,True,False,False,0,False,0,True,4,False,True,False,False,False,False,False,False,False,False,True,False,False,False
NA1_4942158370,False,False,0,False,16,False,False,False,0,True,1,True,4,True,False,False,False,False,False,False,False,False,False,True,False,False,False
NA1_4942140975,False,False,0,False,23,False,True,False,0,False,0,False,2,True,False,False,False,False,False,False,False,False,False,False,True,False,False
NA1_4941846826,True,False,0,True,31,True,True,False,1,False,0,True,8,False,False,False,False,True,False,False,False,False,False,True,False,False,False
NA1_4941828673,False,False,0,False,11,False,False,False,0,False,0,False,1,True,False,False,False,False,False,False,True,False,False,False,False,False,False
NA1_4941824864,False,False,0,True,19,False,True,False,0,False,0,False,1,True,False,False,False,False,False,False,False,False,False,True,False,False,False
NA1_4941799604,False,True,1,False,46,False,False,False,1,False,0,True,5,False,False,False,True,False,False,False,True,False,False,False,False,False,False
NA1_4941784391,False,False,0,True,45,False,False,False,0,False,0,False,0,True,False,False,False,False,False,False,True,False,False,False,False,False,False
NA1_4941755428,False,False,0,True,52,False,False,True,2,False,0,True,2,True,False,False,False,False,False,False,True,False,False,False,False,False,False
NA1_4941571410,True,True,1,True,32,False,True,True,1,True,1,True,11,False,False,True,False,False,False,False,False,False,False,False,False,False,True
NA1_4941302147,False,False,0,False,25,True,False,False,0,True,1,False,3,False,True,False,False,False,False,False,False,False,False,True,False,False,False
NA1_4941288257,False,False,0,False,5,False,False,False,0,False,0,False,0,True,False,False,False,False,False,False,True,False,False,False,False,False,False
NA1_4941269368,False,False,0,True,20,True,True,False,0,True,1,True,3,False,True,False,False,False,False,False,False,False,False,False,False,True,False
NA1_4941256882,True,False,0,True,20,False,True,False,0,False,0,True,1,True,False,False,False,False,False,False,False,False,False,False,True,False,False
NA1_4941240356,False,True,1,True,31,False,False,False,0,False,0,False,2,True,False,False,False,False,False,False,True,False,False,False,False,False,False
NA1_4941239035,True,False,0,False,0,False,False,False,0,False,0,False,0,True,False,False,False,False,False,False,True,False,False,False,False,False,False
NA1_4941211942,False,False,0,False,18,False,False,False,0,False,0,False,0,False,True,False,False,False,False,False,True,False,False,False,False,False,False
NA1_4941196181,True,True,1,False,39,True,True,True,1,False,0,True,8,False,False,False,False,True,False,False,False,False,False,False,False,True,False
NA1_4941152819,True,False,0,True,34,True,True,True,1,False,0,True,7,False,False,True,False,False,False,False,False,False,False,False,False,False,True
NA1_4941128443,False,False,0,False,34,False,False,True,1,True,1,True,7,False,False,False,True,False,False,False,False,True,False,False,False,False,False
NA1_4941122744,True,True,1,True,29,False,True,True,2,True,1,True,11,False,True,False,False,False,False,False,False,False,False,False,False,False,True
NA1_4941102447,True,True,1,True,39,False,True,True,1,True,1,True,8,False,True,False,False,False,False,False,False,False,False,False,False,False,True
NA1_4941077885,False,False,0,True,26,True,False,False,0,True,1,True,5,False,False,True,False,False,False,False,False,True,False,False,False,False,False
NA1_4941049144,True,True,1,True,41,False,True,True,3,True,1,False,11,False,False,False,True,False,False,False,False,False,False,False,False,True,False
NA1_4941024784,True,True,1,True,39,True,False,True,1,True,1,True,9,False,False,False,True,False,False,False,False,False,True,False,False,False,False
NA1_4940999321,True,False,0,True,39,False,False,True,2,False,0,True,10,False,True,False,False,False,False,False,False,False,False,True,False,False,False
NA1_4940950590,True,True,1,True,35,True,False,True,1,True,1,False,9,False,False,False,True,False,False,False,False,True,False,False,False,False,False
NA1_4940923377,False,False,0,True,11,True,False,False,0,True,1,False,2,False,True,False,False,False,False,False,True,False,False,False,False,False,False
NA1_4940887082,False,False,0,True,18,False,True,False,0,False,0,False,0,True,False,False,False,False,False,False,False,False,False,False,True,False,False
NA1_4940841341,True,False,0,True,26,False,True,False,0,True,1,True,3,False,True,False,False,False,False,False,False,False,False,False,False,False,True
NA1_4940811150,False,False,0,False,16,False,True,False,0,False,0,False,0,True,False,False,False,False,False,False,False,False,False,False,False,True,False
NA1_4940746853,False,False,0,False,16,False,False,False,0,True,1,True,3,True,False,False,False,False,False,False,False,False,True,False,False,False,False
NA1_4940713337,False,False,0,True,37,False,True,False,0,False,0,True,7,False,False,False,True,False,False,False,False,False,False,False,False,False,True
NA1_4940682420,True,True,1,True,37,False,False,True,1,False,0,True,5,False,True,False,False,False,False,False,True,False,False,False,False,False,False
NA1_4940664222,True,False,0,True,21,True,False,False,0,False,0,True,5,False,False,False,False,True,False,False,False,True,False,False,False,False,False
NA1_4940263504,False,False,0,True,26,False,True,False,0,False,0,True,4,True,False,False,False,False,False,False,False,False,False,True,False,False,False
NA1_4940241178,False,False,0,True,9,False,True,False,0,True,1,False,3,True,False,False,False,False,False,False,False,False,False,True,False,False,False
NA1_4928129880,True,False,1,False,41,False,True,True,2,False,0,False,10,False,False,False,False,True,False,False,False,False,False,True,False,False,False
NA1_4928079842,True,False,0,True,22,True,False,False,0,True,1,True,2,False,False,True,False,False,False,False,False,False,True,False,False,False,False
NA1_4927351530,False,False,0,True,22,True,False,False,0,True,1,False,0,False,False,False,True,False,False,False,False,False,False,False,True,False,False
NA1_4927162605,False,False,0,True,23,True,True,False,0,False,0,False,3,False,False,True,False,False,False,False,False,False,False,False,False,True,False
NA1_4927041761,False,False,0,False,12,True,False,False,0,True,1,False,2,False,True,False,False,False,False,False,False,False,False,True,False,False,False
NA1_4926311622,True,True,2,False,50,True,True,True,2,True,1,True,9,False,False,False,False,True,False,False,False,False,False,False,False,False,True
NA1_4926010154,False,True,1,False,33,True,True,False,0,False,0,True,5,False,True,False,False,False,False,False,False,False,True,False,False,False,False
NA1_4925179322,True,False,0,False,25,True,True,True,1,False,0,True,8,False,False,True,False,False,False,False,False,False,False,False,False,False,True
NA1_4925036163,True,False,0,True,20,True,False,False,0,True,1,True,5,False,False,True,False,False,False,False,False,False,False,True,False,False,False
NA1_4925004633,False,False,0,False,33,False,False,False,0,False,0,True,3,False,False,True,False,False,False,False,False,True,False,False,False,False,False
NA1_4924312864,False,False,0,True,18,False,True,False,0,False,0,True,1,True,False,False,False,False,False,False,False,False,True,False,False,False,False
NA1_4924217976,True,True,1,False,35,False,False,True,1,True,1,False,8,False,False,True,False,False,False,False,False,False,False,True,False,False,False
NA1_4923980637,True,True,1,True,23,False,True,True,2,False,0,False,10,False,True,False,False,False,False,False,False,False,False,False,False,True,False
NA1_4923916334,True,True,1,False,39,True,True,True,1,True,1,False,8,False,False,False,True,False,False,False,False,False,False,False,False,False,True
NA1_4923183425,True,True,1,True,46,False,True,True,3,True,1,False,9,False,False,False,True,False,False,False,False,False,False,False,False,True,False
NA1_4923122956,False,False,0,False,30,True,True,False,0,True,1,True,6,False,True,False,False,False,False,False,False,False,False,False,False,False,True
NA1_4923092217,False,False,0,True,18,False,False,False,0,True,1,False,4,True,False,False,False,False,False,False,False,False,False,False,False,True,False
NA1_4923016483,False,False,0,True,16,False,False,False,0,False,0,False,0,True,False,False,False,False,False,False,False,False,True,False,False,False,False
NA1_4922386649,True,True,1,True,46,False,False,True,1,True,1,True,9,False,False,True,False,False,False,False,False,False,True,False,False,False,False
NA1_4922360824,False,False,0,False,29,True,False,False,0,True,1,True,5,False,False,True,False,False,False,False,False,False,False,False,False,True,False
NA1_4922250404,False,False,0,True,26,False,False,False,0,False,0,False,6,False,True,False,False,False,False,False,False,False,False,True,False,False,False
NA1_4921690543,False,False,0,True,47,False,True,False,0,True,1,True,6,False,False,False,False,True,False,False,False,False,False,False,False,False,True
NA1_4920726319,False,True,1,True,36,False,True,True,1,False,0,False,7,False,True,False,False,False,False,False,False,False,False,False,False,False,True
NA1_4920560589,True,False,0,False,25,False,True,True,2,True,1,True,8,False,False,True,False,False,False,False,False,False,False,False,False,True,False
NA1_4919839593,False,False,0,False,39,False,False,False,0,True,1,False,2,False,True,False,False,False,False,False,True,False,False,False,False,False,False
NA1_4919785453,False,False,1,True,33,False,False,False,0,False,0,True,5,False,False,False,True,False,False,False,False,True,False,False,False,False,False
NA1_4919564930,False,False,0,False,32,False,True,False,0,False,0,False,1,True,False,False,False,False,False,False,False,False,False,True,False,False,False
NA1_4918795957,False,True,1,True,41,False,False,False,0,False,0,True,4,False,False,False,False,True,False,False,False,False,False,False,True,False,False
NA1_4918608990,False,False,0,True,13,False,False,False,0,False,0,False,2,True,False,False,False,False,False,False,False,False,False,True,False,False,False
NA1_4917664709,True,False,0,True,25,True,True,True,1,True,1,True,8,False,False,True,False,False,False,False,False,False,False,False,False,False,True
NA1_4917328083,True,True,1,False,39,False,True,True,1,False,0,True,10,False,False,False,True,False,False,False,False,False,False,False,False,True,False
NA1_4917196170,False,False,1,True,36,False,True,True,3,True,1,False,10,False,False,True,False,False,False,False,False,False,False,False,False,False,True
NA1_4916584476,True,True,1,True,53,True,True,True,3,True,1,True,11,False,False,False,True,False,False,False,False,False,False,False,True,False,False
NA1_4916417332,False,False,0,False,21,True,False,False,0,True,1,False,3,False,False,True,False,False,False,False,False,False,True,False,False,False,False
NA1_4916268484,False,False,0,True,16,False,True,False,0,False,0,True,2,True,False,False,False,False,False,False,False,False,False,False,True,False,False
NA1_4915318409,True,True,1,False,41,False,True,True,1,True,1,False,8,False,False,True,False,False,False,False,False,False,False,False,False,False,True
NA1_4914575290,True,True,2,False,39,True,False,True,3,True,1,True,9,False,False,False,False,False,True,False,True,False,False,False,False,False,False
NA1_4914435769,False,False,0,False,23,False,True,True,2,False,0,True,9,True,False,False,False,False,False,False,False,False,False,False,False,False,True
NA1_4914347994,True,True,1,True,29,True,True,True,1,False,0,True,10,False,False,True,False,False,False,False,False,False,False,False,False,False,True
NA1_4914193769,True,True,1,False,35,False,True,True,1,True,1,True,8,False,False,True,False,False,False,False,False,False,False,False,False,False,True
NA1_4913572234,False,False,0,True,20,False,True,False,0,False,0,True,1,True,False,False,False,False,False,False,False,False,False,False,True,False,False
NA1_4913523547,False,False,0,False,4,False,False,False,0,False,0,False,0,True,False,False,False,False,False,False,True,False,False,False,False,False,False
NA1_4913330796,False,False,0,False,45,False,True,False,0,True,1,True,3,False,True,False,False,False,False,False,False,False,False,False,False,False,True
NA1_4912796236,False,False,0,False,33,True,False,False,0,False,0,False,6,False,False,False,True,False,False,False,False,True,False,False,False,False,False
NA1_4912714921,True,True,1,False,36,True,True,True,1,True,1,True,5,False,False,True,False,False,False,False,False,False,False,False,False,False,True
NA1_4912322270,False,False,0,True,38,False,True,False,0,True,1,True,5,False,False,False,True,False,False,False,False,False,False,False,False,False,True
NA1_4911658543,True,True,1,True,42,False,False,True,2,True,1,True,11,False,False,True,False,False,False,False,True,False,False,False,False,False,False
NA1_4911355087,False,False,0,False,2,False,False,False,0,False,0,False,0,True,False,False,False,False,False,False,True,False,False,False,False,False,False
NA1_4911290962,True,True,1,False,29,False,False,True,3,True,1,True,11,False,False,True,False,False,False,False,False,False,False,False,False,True,False
NA1_4910342299,True,True,1,False,28,True,True,True,1,True,1,True,9,False,False,False,True,False,False,False,False,False,False,False,True,False,False
NA1_4942262635,False,False,0,False,8,False,True,False,0,False,0,False,1,True,False,False,False,False,False,False,False,True,False,False,False,False,False
NA1_4942243554,True,False,0,True,26,False,False,True,2,True,1,True,8,False,True,False,False,False,False,False,False,False,False,False,True,False,False
NA1_4942217525,False,False,0,False,23,True,False,False,0,False,0,False,4,False,False,True,False,False,False,False,False,False,True,False,False,False,False
NA1_4942193602,False,False,0,True,30,True,True,False,0,False,0,True,3,False,False,True,False,False,False,False,False,False,False,False,False,True,False
NA1_4942160464,True,False,1,True,51,False,False,False,2,False,0,False,8,False,False,True,False,False,False,False,False,False,True,False,False,False,False
NA1_4942133617,False,False,0,False,27,True,True,False,0,True,1,True,5,False,False,True,False,False,False,False,False,True,False,False,False,False,False
NA1_4942120898,True,True,1,True,42,True,True,True,1,False,0,False,9,False,False,True,False,False,False,False,False,True,False,False,False,False,False
NA1_4941947807,False,True,3,False,54,True,True,True,4,True,1,True,9,False,False,False,False,True,False,False,False,False,True,False,False,False,False
NA1_4941936150,True,True,2,True,48,False,True,True,3,False,0,True,10,False,False,False,False,True,False,False,False,False,False,False,False,False,True
NA1_4941927166,False,False,0,True,18,False,True,False,0,True,1,True,4,True,False,False,False,False,False,False,False,False,False,False,False,True,False
NA1_4941923008,True,True,1,True,42,True,False,True,3,True,1,True,11,False,False,False,False,True,False,False,False,False,True,False,False,False,False
NA1_4941912205,False,False,0,True,12,False,False,False,0,False,0,False,1,True,False,False,False,False,False,False,False,False,True,False,False,False,False
NA1_4941899996,False,False,0,False,20,False,True,False,0,True,1,True,5,False,True,False,False,False,False,False,False,False,False,False,False,False,True
NA1_4941889872,False,False,0,False,10,False,True,False,0,False,0,False,0,True,False,False,False,False,False,False,False,False,False,False,False,False,True
NA1_4941872328,True,False,0,True,28,False,False,False,0,True,1,True,5,False,False,True,False,False,False,False,False,False,False,True,False,False,False
NA1_4941851952,False,False,0,False,17,False,False,False,0,True,1,False,3,True,False,False,False,False,False,False,False,False,False,True,False,False,False
NA1_4941824185,False,False,0,True,33,False,True,False,0,False,0,False,4,False,True,False,False,False,False,False,False,False,False,False,False,True,False
NA1_4941795799,False,False,0,True,43,False,False,False,0,False,0,False,1,False,True,False,False,False,False,False,True,False,False,False,False,False,False
NA1_4941751771,False,False,0,False,32,False,False,False,0,False,0,True,3,False,False,True,False,False,False,False,False,True,False,False,False,False,False
NA1_4941710250,True,True,1,True,44,True,True,True,3,True,1,False,11,False,False,False,False,True,False,False,False,False,False,False,False,False,True
NA1_4941662934,False,False,0,False,31,True,True,False,0,True,1,True,4,False,True,False,False,False,False,False,False,False,False,False,False,False,True
NA1_4941621730,True,False,0,True,31,True,False,True,1,True,1,False,6,False,False,False,True,False,False,False,False,False,False,True,False,False,False
NA1_4941590713,True,True,1,True,41,True,False,True,2,True,1,True,10,False,False,True,False,False,False,False,False,False,False,False,False,True,False
NA1_4941507648,False,True,1,False,22,False,False,False,0,True,1,False,2,True,False,False,False,False,False,False,False,True,False,False,False,False,False
NA1_4941423415,False,True,2,False,36,False,True,True,3,True,1,True,9,False,True,False,False,False,False,False,False,False,False,False,True,False,False
NA1_4941402768,False,False,0,True,29,True,True,False,0,True,1,False,5,False,False,False,True,False,False,False,False,False,False,False,False,False,True
NA1_4941370704,True,True,2,False,28,False,True,True,2,True,1,True,10,False,False,True,False,False,False,False,False,False,False,False,False,True,False
NA1_4941350244,True,False,1,True,27,False,True,True,2,True,1,True,9,False,False,False,True,False,False,False,False,False,False,False,False,True,False
NA1_4941334221,True,True,1,True,36,False,True,True,2,True,1,False,11,False,False,True,False,False,False,False,False,False,False,False,False,False,True
NA1_4941317775,True,False,0,True,45,True,True,True,5,False,0,True,11,False,False,False,True,False,False,False,False,False,False,False,False,True,False
NA1_4941298640,True,False,0,True,20,True,True,True,1,True,1,True,9,False,True,False,False,False,False,False,False,False,False,True,False,False,False
NA1_4941283504,False,True,1,False,27,False,True,False,0,False,0,False,5,False,False,True,False,False,False,False,False,False,False,False,True,False,False
NA1_4941089969,False,False,0,False,8,False,False,False,0,False,0,False,1,True,False,False,False,False,False,False,False,False,False,False,False,True,False
NA1_4941068008,False,False,0,True,27,False,False,False,0,False,0,False,1,True,False,False,False,False,False,False,False,False,True,False,False,False,False
NA1_4941047992,False,False,0,False,18,False,False,False,0,False,0,False,3,True,False,False,False,False,False,False,False,True,False,False,False,False,False
NA1_4941018200,False,False,0,False,20,False,False,False,0,False,0,False,2,True,False,False,False,False,False,False,True,False,False,False,False,False,False
NA1_4941006480,True,False,0,False,0,False,False,False,0,False,0,False,0,True,False,False,False,False,False,False,True,False,False,False,False,False,False
NA1_4941007810,True,False,0,False,0,False,False,False,0,False,0,False,0,True,False,False,False,False,False,False,True,False,False,False,False,False,False
NA1_4940996157,False,False,0,False,0,False,False,False,0,False,0,False,0,True,False,False,False,False,False,False,True,False,False,False,False,False,False
NA1_4940990469,False,False,0,True,2,False,False,False,0,False,0,False,0,True,False,False,False,False,False,False,True,False,False,False,False,False,False
NA1_4940990041,True,False,0,False,0,False,False,False,0,False,0,False,0,True,False,False,False,False,False,False,True,False,False,False,False,False,False
NA1_4940725302,False,False,0,False,4,False,True,False,0,False,0,False,0,True,False,False,False,False,False,False,False,True,False,False,False,False,False
NA1_4940711074,True,False,0,True,23,False,True,False,0,False,0,True,2,True,False,False,False,False,False,False,False,False,False,False,False,False,True
NA1_4940677117,True,True,2,True,38,False,False,True,2,True,1,True,10,False,False,False,False,True,False,False,False,True,False,False,False,False,False
NA1_4940655743,True,True,1,True,37,True,True,True,2,True,1,True,11,False,False,False,False,True,False,False,False,False,True,False,False,False,False
NA1_4940621612,True,False,1,False,36,False,False,True,2,False,0,False,11,False,False,True,False,False,False,False,False,True,False,False,False,False,False
NA1_4940588378,True,False,0,False,26,False,True,True,1,True,1,False,7,False,False,True,False,False,False,False,False,False,False,False,False,False,True
NA1_4940567810,False,False,0,False,29,False,False,False,0,False,0,False,2,False,False,True,False,False,False,False,True,False,False,False,False,False,False
NA1_4940510768,False,False,0,False,0,False,False,False,0,False,0,False,0,True,False,False,False,False,False,False,True,False,False,False,False,False,False
NA1_4940485462,False,False,0,True,16,False,True,False,0,False,0,False,2,True,False,False,False,False,False,False,False,False,True,False,False,False,False
NA1_4943049852,False,False,0,False,21,True,False,False,0,True,1,False,2,False,False,True,False,False,False,False,False,False,False,True,False,False,False
NA1_4943002211,False,False,0,True,25,True,True,False,0,True,1,False,2,False,False,True,False,False,False,False,False,False,False,True,False,False,False
NA1_4941604200,False,False,0,False,79,False,False,False,0,False,0,False,0,True,False,False,False,False,False,False,True,False,False,False,False,False,False
NA1_4941580545,False,False,0,False,42,False,False,False,0,False,0,True,1,True,False,False,False,False,False,False,True,False,False,False,False,False,False
NA1_4941434727,True,False,0,True,24,True,True,False,0,True,1,True,3,False,False,True,False,False,False,False,False,True,False,False,False,False,False
NA1_4941008723,True,True,1,False,32,True,False,True,3,False,0,True,11,False,False,False,True,False,False,False,True,False,False,False,False,False,False
NA1_4940981304,False,True,1,True,26,False,True,False,0,False,0,False,3,True,False,False,False,False,False,False,False,False,False,True,False,False,False
NA1_4940950544,False,False,0,False,22,False,False,False,0,False,0,False,1,True,False,False,False,False,False,False,True,False,False,False,False,False,False
NA1_4940836810,False,False,0,False,18,False,False,False,0,False,0,False,1,False,True,False,False,False,False,False,True,False,False,False,False,False,False
NA1_4940687284,False,False,0,False,60,False,False,False,1,False,0,False,4,True,False,False,False,False,False,False,True,False,False,False,False,False,False
NA1_4940668538,True,False,0,True,71,False,False,True,1,False,0,False,4,True,False,False,False,False,False,False,True,False,False,False,False,False,False
NA1_4940663739,True,False,0,True,51,False,False,True,1,False,0,True,4,True,False,False,False,False,False,False,True,False,False,False,False,False,False
NA1_4940116098,True,False,0,False,49,False,False,False,0,False,0,True,1,True,False,False,False,False,False,False,True,False,False,False,False,False,False
NA1_4938399867,True,False,0,False,44,False,False,False,0,False,0,False,1,True,False,False,False,False,False,False,True,False,False,False,False,False,False
NA1_4936979884,False,False,0,True,73,False,False,False,1,False,0,False,2,True,False,False,False,False,False,False,True,False,False,False,False,False,False
NA1_4936960512,False,False,0,False,76,False,False,False,1,False,0,True,3,True,False,False,False,False,False,False,True,False,False,False,False,False,False
NA1_4936952926,False,False,0,False,61,False,False,False,0,False,0,False,1,True,False,False,False,False,False,False,True,False,False,False,False,False,False
NA1_4936931696,True,False,0,True,60,False,False,True,1,False,0,False,4,True,False,False,False,False,False,False,True,False,False,False,False,False,False
NA1_4936910430,True,True,1,False,24,True,False,True,3,True,1,True,11,False,False,False,False,True,False,False,False,False,False,True,False,False,False
NA1_4936884189,False,False,0,False,9,False,True,False,0,True,1,False,1,True,False,False,False,False,False,False,False,False,False,True,False,False,False
NA1_4936856435,True,True,1,False,26,True,False,False,0,True,1,False,5,False,False,False,False,True,False,False,True,False,False,False,False,False,False
NA1_4936749583,False,False,0,True,38,False,False,False,0,False,0,False,0,True,False,False,False,False,False,False,True,False,False,False,False,False,False
NA1_4936487067,False,False,0,False,18,False,True,False,0,True,1,True,3,False,True,False,False,False,False,False,False,False,False,False,False,True,False
NA1_4936470801,False,False,0,False,13,False,True,False,0,True,1,True,1,True,False,False,False,False,False,False,False,False,False,True,False,False,False
NA1_4936294749,True,True,1,True,39,False,False,True,2,True,1,True,9,False,False,True,False,False,False,False,False,False,False,False,True,False,False
NA1_4935793470,False,False,0,False,4,False,False,False,0,False,0,False,2,True,False,False,False,False,False,False,True,False,False,False,False,False,False
NA1_4935750126,True,False,0,False,39,False,True,True,2,False,0,True,9,False,False,False,True,False,False,False,False,False,False,False,False,True,False
NA1_4935717697,False,False,0,True,10,False,False,False,0,False,0,False,2,True,False,False,False,False,False,False,True,False,False,False,False,False,False
